"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/Basic_Emi_Mat.Basic_Emi_Mat","0","87","87","1","52.565998","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/Sequence_Mat.Sequence_Mat","0","115","115","1","65.533440","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/Smoke1_Mat.Smoke1_Mat","0","115","115","1","71.673180","0","0"
"/Game/Blueprint/M_Red.M_Red","0","4","4","1","3.751267","0","0"
"/Game/Blueprint/M_Green.M_Green","0","4","4","1","2.627199","0","0"
"/Game/Art/PropAssets/Materials/Shelf/ShelfMaster.ShelfMaster","0","15","15","1","11.823828","0","0"
"/Game/Art/Other/M_Wall.M_Wall","0","24","24","1","16.273121","0","0"
"/Game/Art/Other/M_Floor.M_Floor","0","24","24","1","13.168806","0","0"
"/Game/Art/Other/M_Empty.M_Empty","0","24","24","1","12.397816","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","68","1","0.000000","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/blackbody_exp_Mat.blackbody_exp_Mat","0","87","87","1","54.319439","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/0_DotCircle_Mat.0_DotCircle_Mat","0","26","26","1","10.932774","0","0"
"/Game/Blueprint/ProgrammerArt/M_DayTimer.M_DayTimer","0","30","32","1","10.135502","0","0"
"/Game/Blueprint/ProgrammerArt/M_FX_Spikes.M_FX_Spikes","0","22","22","1","9.292773","0","0"
"/Game/Blueprint/ProgrammerArt/Temp/M_TempString.M_TempString","0","24","24","1","14.360231","0","0"
"/Game/Blueprint/ProgrammerArt/Temp/M_TempLeather.M_TempLeather","0","24","24","1","13.047238","0","0"
"/Game/Blueprint/ProgrammerArt/Temp/M_Gem.M_Gem","0","31","31","1","54.014427","0","0"
"/Game/Blueprint/ProgrammerArt/M_Currency.M_Currency","0","17","17","1","5.264074","0","0"
"/Game/Art/EnvironmentAssets/Mats/CounterTop_Walls/Counter.Counter","0","24","24","1","14.971965","0","0"
"/Game/Art/EnvironmentAssets/Mats/FloorsMK2/Floor_Rocky_Stylized1.Floor_Rocky_Stylized1","0","77","77","1","31.685133","0","0"
"/Game/Blueprint/ProgrammerArt/M_Spark.M_Spark","0","34","34","1","13.600485","0","0"
"/Game/Blueprint/ProgrammerArt/M_CharacacterLoc.M_CharacacterLoc","0","10","10","1","4.169956","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/Gradient_Mat.Gradient_Mat","0","43","43","1","32.556740","0","0"
"/Game/SourcedContent/M5VFXVOL2/Demo/Materials/BG_Grid_Mat.BG_Grid_Mat","0","114","120","1","54.693333","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/Smoke_blend_Mat.Smoke_blend_Mat","0","87","87","1","57.635979","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/Single_Disort_W_Mat.Single_Disort_W_Mat","0","190","195","1","101.825188","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/Seq_Disort_Mat_test.Seq_Disort_Mat_test","0","153","153","1","88.100502","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/Single_Disort_Mat.Single_Disort_Mat","0","153","153","1","86.695915","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/LightColor_Mat.LightColor_Mat","0","20","20","1","5.892124","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/Debris_Mat.Debris_Mat","0","63","63","1","35.257675","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Font/Font_mat_Fix.Font_mat_Fix","0","36","38","1","16.457998","0","0"
"/Game/Level/BasicLayout_Mat.BasicLayout_Mat","0","20","21","1","12.798962","0","0"
"/Game/Blueprint/ProgrammerArt/Temp/UI_Material.UI_Material","0","31","31","1","97.426659","0","0"
"/Game/Blueprint/ProgrammerArt/M_BasicParticle.M_BasicParticle","0","18","18","1","8.994034","0","0"
"/Game/Blueprint/ProgrammerArt/M_RadialProgress.M_RadialProgress","0","17","17","1","6.052917","0","0"
"/Game/Art/EnvironmentAssets/Mats/WallsFloors/Wall_Rocky_Stylized.Wall_Rocky_Stylized","0","77","77","1","141.934769","77","77"
