"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","10","1","0.000000","0","0"
"/Game/Art/PropAssets/Materials/Hammer/M_Hammer.M_Hammer","0","0","24","1","0.000000","0","0"
"/Game/Art/PropAssets/Materials/MetalCoins/M_MetalCoins.M_MetalCoins","0","0","36","1","0.000000","0","0"
"/Game/Art/PropAssets/Materials/Counter/M_Workbench.M_Workbench","0","0","24","1","0.000000","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/Distortion_Mat.Distortion_Mat","0","0","38","1","0.000000","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/Basic_Emi_Mat.Basic_Emi_Mat","0","0","87","1","0.000000","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/Sequence_Mat.Sequence_Mat","0","0","115","1","0.000000","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/Smoke1_Mat.Smoke1_Mat","0","0","115","1","0.000000","0","0"
"/Game/SourcedContent/MCO_Mocap_Basics/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","208","2","0.000000","0","0"
"/Game/Blueprint/ProgrammerArt/M_CharacacterLoc.M_CharacacterLoc","0","0","10","1","0.000000","0","0"
"/Game/Blueprint/M_Red.M_Red","0","0","4","1","0.000000","0","0"
"/Game/Blueprint/M_Green.M_Green","0","0","4","1","0.000000","0","0"
"/Game/Art/Other/M_Wall.M_Wall","0","0","24","1","0.000000","0","0"
"/Game/Art/Other/M_Floor.M_Floor","0","0","24","1","0.000000","0","0"
"/Game/Art/Other/M_Empty.M_Empty","0","0","24","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","68","1","0.000000","0","0"
"/Game/Art/EnvironmentAssets/Mats/CounterTop_Walls/Counter.Counter","0","0","24","1","0.000000","0","0"
"/Game/Art/EnvironmentAssets/Mats/FloorsMK2/Floor_Rocky_Stylized1.Floor_Rocky_Stylized1","0","0","77","1","0.000000","0","0"
"/Game/Art/PropAssets/Materials/Shelf/ShelfMaster.ShelfMaster","0","0","15","1","0.000000","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/blackbody_exp_Mat.blackbody_exp_Mat","0","0","87","1","0.000000","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/0_DotCircle_Mat.0_DotCircle_Mat","0","0","26","1","0.000000","0","0"
"/Game/Blueprint/ProgrammerArt/Temp/M_TempString.M_TempString","0","0","24","1","0.000000","0","0"
"/Game/Blueprint/ProgrammerArt/M_DayTimer.M_DayTimer","0","0","32","1","0.000000","0","0"
"/Game/Blueprint/ProgrammerArt/Temp/M_TempLeather.M_TempLeather","0","0","24","1","0.000000","0","0"
"/Game/Blueprint/ProgrammerArt/Temp/M_Gem.M_Gem","0","0","31","1","0.000000","0","0"
"/Game/Blueprint/ProgrammerArt/M_FX_Spikes.M_FX_Spikes","0","0","22","1","0.000000","0","0"
"/Game/Blueprint/ProgrammerArt/M_Currency.M_Currency","0","0","17","1","0.000000","0","0"
"/Game/Blueprint/ProgrammerArt/M_Spark.M_Spark","0","0","34","1","0.000000","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/Gradient_Mat.Gradient_Mat","0","0","43","1","0.000000","0","0"
"/Game/SourcedContent/M5VFXVOL2/Demo/Materials/BG_Grid_Mat.BG_Grid_Mat","0","0","120","1","0.000000","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/Smoke_blend_Mat.Smoke_blend_Mat","0","0","87","1","0.000000","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/Single_Disort_W_Mat.Single_Disort_W_Mat","0","0","195","1","0.000000","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/Seq_Disort_Mat_test.Seq_Disort_Mat_test","0","0","153","1","0.000000","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/Single_Disort_Mat.Single_Disort_Mat","0","0","153","1","0.000000","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/LightColor_Mat.LightColor_Mat","0","0","20","1","0.000000","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Master/Debris_Mat.Debris_Mat","0","0","63","1","0.000000","0","0"
"/Game/SourcedContent/M5VFXVOL2/Materials/Font/Font_mat_Fix.Font_mat_Fix","0","0","38","1","0.000000","0","0"
"/Game/Level/BasicLayout_Mat.BasicLayout_Mat","0","0","21","1","0.000000","0","0"
"/Game/Blueprint/ProgrammerArt/Temp/UI_Material.UI_Material","0","0","31","1","0.000000","0","0"
"/Game/Blueprint/ProgrammerArt/M_BasicParticle.M_BasicParticle","0","0","18","1","0.000000","0","0"
"/Game/Blueprint/ProgrammerArt/M_RadialProgress.M_RadialProgress","0","0","17","1","0.000000","0","0"
"/Game/Art/EnvironmentAssets/Mats/WallsFloors/Wall_Rocky_Stylized.Wall_Rocky_Stylized","0","0","77","1","0.000000","0","77"
